Age,Gender,Exercise Level,Sleep Hours,Work Hours per Week,Stress Score
49,Female,Low,7.7,22.0,45.95
42,Male,Medium,7.6,53.4,54.91
24,Male,Medium,5.4,35.2,56.98
61,Female,High,7.7,37.1,37.08
29,Male,High,10.0,44.0,27.37
46,Male,Medium,5.2,66.0,72.43
18,Female,Medium,9.4,29.6,18.88
55,Female,High,6.5,75.2,68.62
58,Female,Medium,8.1,56.4,48.46
27,Male,Low,5.1,31.9,58.9
34,Male,High,8.5,73.1,50.94
19,Male,Low,9.3,37.9,45.81
38,Female,Low,8.5,26.6,45.24
56,Male,Low,5.8,70.7,82.27
24,Male,Medium,7.0,22.4,40.78
64,Female,Medium,7.4,21.3,40.95
64,Female,Low,8.5,47.0,54.99
22,Male,Low,4.6,47.2,70.64
37,Female,Medium,8.3,58.6,56.24
31,Female,Low,4.0,53.6,79.01
53,Female,Low,8.3,42.9,48.76
48,Male,High,5.5,56.5,64.83
59,Female,High,7.2,35.3,28.91
54,Female,Low,5.0,21.6,49.43
34,Female,Medium,7.4,42.4,50.53
26,Male,Medium,6.9,61.8,50.79
56,Female,Low,8.7,30.8,43.77
46,Female,High,6.9,71.8,62.79
64,Female,Medium,7.8,25.1,41.2
22,Male,Low,4.8,76.8,90.63
50,Male,High,7.5,65.4,53.33
32,Male,Medium,9.9,67.8,45.17
63,Male,Medium,4.7,31.4,48.35
25,Male,High,9.4,73.9,38.93
49,Male,Low,5.3,76.8,98.82
48,Male,Medium,5.1,32.7,54.22
63,Male,Medium,8.7,63.4,46.64
21,Male,High,6.5,28.9,36.24
40,Male,High,7.9,59.2,44.7
59,Female,Low,8.4,32.8,38.81
51,Male,Medium,5.4,31.6,50.91
18,Male,Medium,6.8,20.8,34.25
58,Female,Low,6.3,36.9,64.38
57,Female,Medium,8.6,31.4,35.0
21,Female,Medium,5.5,34.4,44.92
30,Male,High,5.2,75.6,62.64
41,Female,Medium,5.7,35.7,51.31
40,Male,Low,9.6,65.4,56.43
48,Female,Low,7.8,65.7,78.83
45,Male,Medium,5.6,64.7,80.86
51,Male,Low,4.1,78.0,93.03
26,Female,High,6.4,36.3,35.29
59,Female,High,6.8,45.4,49.51
48,Female,Medium,5.6,49.3,66.76
64,Female,Medium,6.3,58.3,67.8
38,Female,High,5.4,49.4,51.11
45,Male,Medium,8.9,51.0,49.54
63,Male,Low,7.7,77.8,80.27
36,Female,Low,4.2,78.8,100.0
49,Male,High,8.4,69.9,49.27
64,Male,Low,7.5,79.1,70.51
58,Male,Low,5.7,50.6,69.52
36,Male,Low,5.8,38.3,72.95
57,Male,Low,8.8,35.4,46.93
30,Female,High,7.1,59.3,48.81
62,Male,Low,9.4,35.8,38.52
52,Female,High,6.8,59.3,45.58
22,Female,Medium,4.9,47.4,52.15
37,Female,Medium,8.6,70.4,58.14
33,Female,Medium,8.6,22.9,24.81
35,Male,Low,5.5,68.8,87.73
46,Male,Medium,6.3,75.3,68.53
57,Female,High,8.3,54.9,37.25
52,Male,Low,8.6,40.1,47.03
48,Female,Medium,4.3,34.8,56.48
27,Female,Low,4.2,22.2,63.4
23,Female,Medium,7.9,32.6,39.0
58,Male,Medium,5.1,60.7,72.48
33,Male,Medium,8.7,34.6,40.27
18,Male,Medium,5.4,75.1,66.21
25,Female,High,5.1,71.0,68.33
44,Female,Low,8.7,77.8,78.42
58,Male,Low,6.0,41.8,62.74
28,Male,Low,9.8,55.1,48.35
27,Female,High,9.6,65.7,40.08
45,Male,High,6.0,64.6,68.06
43,Female,Medium,7.7,22.4,42.35
48,Female,High,9.1,35.5,28.32
51,Male,Low,8.1,70.5,63.1
18,Male,Low,4.5,55.6,71.47
53,Male,High,6.1,21.6,34.16
42,Female,Medium,7.0,36.1,50.91
57,Female,Low,9.5,43.3,47.65
29,Male,Medium,9.0,74.7,51.05
55,Male,Medium,4.6,54.4,68.18
48,Female,Medium,4.9,69.2,75.62
36,Male,Medium,7.5,40.9,52.14
47,Male,Low,6.9,49.3,60.66
18,Female,Low,5.7,44.5,64.03
54,Male,Low,6.6,53.1,71.69
26,Female,High,6.0,24.7,28.66
40,Male,Medium,8.1,35.9,41.18
50,Male,High,5.3,70.8,70.82
42,Male,Medium,9.0,28.8,41.15
36,Female,High,8.5,72.8,63.57
58,Male,Low,5.3,52.7,67.65
19,Male,Low,4.0,68.3,83.47
26,Male,High,7.8,46.5,39.62
41,Male,High,5.3,31.2,47.38
46,Male,Low,4.1,52.5,90.65
41,Male,Medium,5.9,27.6,49.66
28,Female,Low,9.8,61.3,59.19
31,Male,Medium,5.7,38.2,54.44
23,Male,Low,5.7,58.5,66.74
38,Female,High,7.6,31.2,37.13
34,Female,High,8.5,24.3,20.48
55,Female,Low,8.0,42.3,55.45
64,Female,High,9.9,35.5,21.98
32,Male,Low,5.7,21.7,49.25
31,Male,Medium,8.2,38.5,34.71
33,Female,Medium,4.9,73.2,78.17
23,Female,Low,6.8,50.7,64.0
36,Male,Low,9.8,47.9,58.93
36,Male,High,6.5,30.2,45.75
26,Male,High,7.6,71.6,45.17
38,Female,High,4.4,49.8,62.85
60,Male,Medium,6.1,27.9,38.18
29,Female,High,8.0,69.0,56.3
32,Female,Low,7.1,69.7,64.03
21,Male,Medium,6.2,47.5,57.12
53,Male,High,9.6,72.0,37.76
56,Male,Medium,6.9,68.8,57.37
52,Female,Low,7.7,34.0,50.36
41,Male,High,9.3,66.0,53.18
43,Female,Medium,6.7,71.9,78.34
35,Male,Medium,9.3,73.7,60.26
55,Female,High,4.9,35.0,46.87
34,Male,High,6.6,51.1,46.24
36,Male,Medium,4.1,20.1,48.36
44,Male,Low,7.6,38.9,55.8
26,Male,Medium,9.6,36.3,29.5
62,Male,High,5.3,76.9,76.02
26,Male,High,6.6,60.6,46.26
27,Male,Medium,9.3,45.8,36.86
29,Male,High,9.5,37.9,31.14
19,Female,Low,4.6,26.7,65.45
53,Male,High,5.3,76.9,62.9
34,Female,Medium,7.0,45.3,42.53
24,Male,Low,8.2,50.4,55.57
60,Female,Medium,7.4,73.6,66.38
18,Male,Low,7.4,64.3,67.32
32,Male,Low,8.7,34.7,47.54
64,Male,High,4.4,66.8,72.45
27,Male,Low,8.2,66.4,56.91
39,Female,Medium,6.9,59.2,57.93
25,Female,Medium,9.3,60.7,50.29
26,Female,Medium,6.6,66.6,65.53
37,Male,Medium,4.2,42.7,72.08
51,Male,High,9.9,73.2,43.01
41,Female,High,4.9,28.3,42.38
18,Male,High,9.8,54.7,40.2
55,Female,Medium,9.4,31.4,37.43
36,Female,Low,8.1,55.2,68.76
53,Male,Low,6.2,27.7,52.91
39,Female,High,4.3,68.1,70.52
29,Female,Low,4.1,22.4,63.98
53,Female,Medium,5.0,35.5,57.94
48,Female,Low,8.7,72.5,75.54
54,Male,Medium,9.5,69.5,56.65
28,Male,Low,4.2,76.1,91.06
24,Male,High,6.0,55.8,58.48
26,Male,Medium,6.2,38.2,39.8
49,Female,High,4.1,65.7,68.05
61,Female,Low,9.9,34.6,41.32
34,Male,Medium,4.4,67.3,74.2
60,Female,Low,4.5,60.8,79.95
29,Male,Low,5.3,56.8,74.77
58,Male,Medium,9.0,57.9,48.2
42,Female,High,8.0,26.0,29.41
61,Female,Low,4.2,52.8,71.34
19,Female,High,4.1,71.5,77.13
60,Female,High,6.7,59.3,50.12
30,Female,High,9.0,47.5,28.35
20,Female,Medium,7.0,52.7,59.45
49,Male,Low,7.8,30.3,57.59
29,Male,Medium,7.6,58.1,44.85
39,Female,Medium,4.4,71.1,90.87
33,Male,Low,5.9,74.4,81.71
39,Female,Low,8.0,23.0,47.32
20,Female,Low,9.5,78.4,60.82
49,Male,Low,7.4,20.8,47.21
52,Male,High,9.5,63.0,34.44
54,Female,Low,9.2,64.8,55.52
36,Male,Low,5.9,60.6,86.31
53,Female,High,6.0,20.9,26.48
48,Male,Low,6.8,73.1,79.72
36,Male,High,5.9,70.6,62.71
19,Female,Medium,5.3,29.2,53.32
38,Female,Medium,9.7,72.6,52.78
30,Female,Low,7.5,47.9,60.05
38,Female,Low,9.9,23.6,37.43
50,Male,Low,7.5,33.8,57.71
47,Male,Low,6.0,55.9,71.0
23,Female,High,7.1,56.0,47.31
41,Male,Low,9.8,59.4,66.65
27,Female,Medium,7.3,26.9,33.93
41,Male,Medium,8.6,56.1,50.85
51,Female,High,9.3,66.3,41.9
63,Female,Low,9.1,40.5,43.77
25,Male,Low,4.8,33.2,61.18
31,Male,High,6.5,66.8,53.39
49,Female,Medium,9.2,28.1,39.5
28,Male,Medium,9.3,60.6,47.94
37,Female,High,9.9,43.8,40.06
52,Male,Low,4.5,36.3,71.13
40,Female,Medium,7.1,62.5,62.64
63,Male,Medium,9.0,33.2,30.18
64,Male,Medium,6.3,66.7,65.67
46,Male,Low,6.2,73.3,84.46
50,Female,Medium,9.0,22.7,34.04
58,Female,Medium,8.7,31.4,36.4
29,Female,Low,5.6,44.5,67.31
31,Male,Low,8.6,65.5,63.36
27,Female,Low,9.3,56.9,58.24
48,Male,High,4.7,40.8,63.05
62,Male,Medium,8.1,61.1,49.09
61,Female,Low,8.7,39.8,48.46
23,Female,Medium,5.0,32.2,56.68
36,Male,Medium,7.0,72.5,64.43
18,Male,Medium,9.3,23.1,24.27
53,Male,High,6.4,22.5,35.26
28,Female,Medium,8.7,30.1,27.73
53,Male,Medium,9.7,29.5,25.06
29,Male,High,5.2,38.2,39.91
24,Male,Medium,9.5,30.4,27.56
31,Male,Medium,6.1,60.1,59.04
37,Male,High,5.6,23.4,40.43
62,Male,Low,7.7,79.3,74.85
34,Female,High,5.1,40.6,49.14
51,Female,Low,9.5,71.2,63.65
59,Male,Medium,7.2,53.3,47.1
46,Male,Medium,4.9,38.7,66.17
49,Male,Medium,9.2,41.4,47.7
62,Female,Low,9.6,34.9,46.6
64,Male,Medium,7.3,26.3,45.03
26,Female,Low,9.2,38.1,36.92
33,Female,Low,7.0,36.5,55.53
44,Female,Medium,9.6,41.2,38.91
48,Male,Medium,4.4,71.6,89.02
27,Male,High,8.1,78.7,60.12
19,Male,Low,6.9,71.5,80.0
54,Male,Low,7.5,46.7,62.56
39,Male,Medium,7.1,52.2,55.03
26,Male,High,6.4,31.3,36.16
38,Male,Low,5.1,44.4,77.31
22,Female,High,9.6,28.4,10.85
30,Male,Medium,7.7,27.9,31.53
41,Female,Medium,6.9,50.1,53.8
57,Male,High,9.4,37.6,30.15
45,Female,Low,4.0,38.5,72.2
53,Female,Medium,7.0,61.5,61.09
22,Male,Low,6.7,60.2,64.22
53,Male,Medium,7.1,75.8,70.99
19,Female,High,5.3,41.5,42.53
22,Female,Low,8.7,41.9,54.98
64,Female,High,8.3,62.2,43.85
25,Female,High,9.2,50.2,35.72
58,Female,High,5.3,43.4,47.37
46,Female,Medium,5.4,75.4,84.2
47,Male,High,6.5,31.7,40.85
45,Male,High,8.6,56.4,38.38
27,Female,Low,8.9,32.0,41.71
26,Male,Medium,9.3,46.2,29.82
52,Female,High,5.7,53.9,47.52
61,Male,High,5.1,39.9,47.28
30,Male,Medium,6.4,24.1,36.15
18,Male,High,8.3,68.5,47.09
21,Female,Medium,7.3,26.9,42.57
24,Male,Medium,7.6,43.5,37.47
34,Female,Low,7.1,60.4,67.73
54,Male,High,7.1,35.9,43.93
39,Female,Medium,5.5,52.1,67.56
31,Female,Medium,9.6,59.1,49.62
53,Male,Low,6.2,65.6,75.39
32,Female,Low,9.8,63.5,60.75
50,Male,Low,6.6,47.1,64.4
53,Female,Low,6.6,60.4,69.31
23,Female,High,9.3,70.1,45.31
31,Female,High,9.6,56.4,28.63
23,Male,High,6.0,44.7,47.07
18,Male,High,8.5,63.7,41.39
45,Female,Medium,7.3,32.3,48.97
64,Female,High,6.7,52.0,48.18
21,Male,High,6.7,67.6,59.49
24,Female,Low,7.5,48.7,58.01
50,Female,Low,8.5,59.1,59.88
29,Female,Medium,6.4,29.2,47.28
33,Male,Medium,5.1,33.2,46.23
36,Female,Low,9.7,66.2,64.86
53,Male,Medium,6.8,72.0,71.88
44,Male,High,7.8,74.3,63.79
46,Male,Low,9.5,26.2,41.57
18,Male,Medium,7.9,49.3,43.29
26,Male,Low,8.1,63.7,66.08
50,Male,Medium,6.3,48.3,65.9
60,Male,Medium,5.8,61.6,57.34
20,Female,High,7.5,28.6,27.66
37,Male,High,6.7,57.8,57.08
63,Male,Medium,4.2,47.1,70.69
19,Male,Medium,4.1,29.1,46.27
38,Female,Medium,8.8,65.2,60.44
26,Male,Low,9.7,76.0,57.91
49,Female,Medium,9.6,51.4,38.04
41,Female,Low,6.4,60.2,76.18
41,Female,Medium,5.5,26.0,56.08
23,Male,Medium,7.4,56.3,49.95
23,Female,Medium,6.4,55.6,56.61
49,Female,Low,8.0,21.6,45.3
56,Male,Low,5.0,68.7,79.14
46,Female,High,7.5,28.8,39.9
51,Male,High,6.8,35.7,44.83
46,Male,Medium,4.7,39.1,57.69
27,Female,High,7.1,56.6,41.99
51,Female,High,5.2,62.7,65.58
50,Female,Medium,9.5,21.7,33.01
30,Female,Low,6.4,39.0,63.92
19,Female,Low,9.9,62.7,52.15
44,Female,Low,8.3,65.7,77.37
48,Male,Medium,7.6,58.8,57.73
29,Male,High,6.6,44.4,41.24
62,Male,Medium,7.2,47.0,49.74
35,Male,Low,8.5,42.7,61.59
42,Female,High,5.0,26.5,50.71
24,Female,High,4.5,36.3,52.23
40,Female,Low,5.1,66.5,87.06
58,Male,Medium,4.5,29.3,57.12
18,Male,High,9.9,24.4,10.74
39,Male,Low,8.7,73.5,73.66
62,Female,High,7.3,58.2,49.35
56,Male,High,5.4,29.4,43.51
38,Male,High,7.3,27.2,42.75
28,Male,Low,5.7,68.4,73.07
27,Male,High,5.4,44.4,53.87
26,Male,Low,9.8,20.4,22.2
31,Female,Low,7.3,45.4,56.85
37,Male,Medium,9.8,78.7,65.1
33,Male,Low,10.0,52.6,46.78
32,Male,Medium,6.5,23.9,42.57
34,Male,High,4.9,39.6,49.19
30,Male,Low,7.8,75.4,75.62
26,Female,High,4.8,49.9,57.07
22,Female,High,5.9,29.3,30.1
60,Female,Medium,4.5,20.0,49.36
32,Male,Medium,5.4,66.8,70.29
48,Female,High,5.1,37.7,54.85
46,Male,High,6.7,52.2,57.17
18,Male,Medium,6.9,78.5,65.2
38,Female,Medium,8.2,61.5,55.48
53,Male,Medium,9.8,40.9,38.63
33,Female,Low,9.9,72.6,53.74
53,Male,Medium,6.6,40.1,46.08
50,Female,High,5.0,20.7,38.31
21,Male,Low,5.4,65.4,78.89
24,Male,Medium,4.3,73.6,73.35
23,Female,High,7.3,40.5,33.0
51,Male,Low,5.1,74.8,85.69
19,Female,Low,4.2,36.1,65.91
61,Male,Medium,6.4,36.4,39.79
31,Male,High,6.4,53.9,44.54
19,Male,Low,4.5,60.2,73.28
41,Female,Medium,8.6,55.9,59.8
27,Male,Medium,7.2,48.7,51.52
18,Female,High,4.1,71.7,70.06
63,Male,Low,4.9,48.4,76.8
47,Male,Low,4.2,59.4,92.22
54,Female,High,5.3,61.6,64.05
49,Male,High,9.1,76.5,58.15
44,Male,Medium,6.8,73.9,66.82
46,Male,Medium,7.3,37.2,44.15
27,Female,Low,7.2,61.1,68.04
50,Female,High,8.8,59.2,42.73
24,Male,Medium,5.1,51.9,58.99
24,Male,Medium,9.3,38.4,35.34
36,Male,High,4.3,44.0,54.8
35,Female,High,7.8,46.7,38.27
29,Female,High,7.7,24.1,30.9
31,Male,Low,9.9,55.7,53.06
58,Female,Low,6.2,52.6,75.35
33,Male,Medium,9.2,29.5,27.88
37,Male,High,6.0,48.1,51.13
27,Female,Medium,5.2,79.6,76.62
50,Female,High,6.9,72.0,56.36
59,Male,Low,6.3,74.6,85.14
30,Female,Medium,9.4,57.8,46.95
54,Female,Low,8.7,56.8,51.31
51,Male,Medium,7.3,77.2,61.91
57,Male,Medium,7.7,63.4,60.43
59,Male,Low,6.0,52.3,75.63
20,Male,Low,5.1,53.2,70.14
62,Female,High,6.4,21.6,24.63
48,Male,High,8.1,41.9,47.12
27,Male,Low,7.9,33.9,47.6
28,Male,Medium,5.8,66.7,72.78
26,Female,High,8.1,51.7,35.38
64,Female,Low,7.7,20.4,49.79
20,Male,Medium,9.4,67.4,44.19
32,Male,Medium,9.1,75.8,59.55
37,Male,High,5.6,74.1,68.22
24,Female,Medium,5.7,61.8,65.34
37,Female,High,8.5,60.2,51.39
19,Female,Medium,6.9,38.4,37.64
50,Female,Low,8.6,48.2,54.96
46,Male,High,9.4,51.6,34.73
24,Female,Low,5.6,34.0,58.39
42,Male,High,8.4,64.1,44.72
57,Male,High,5.2,30.0,44.18
25,Male,Low,4.3,50.0,70.03
58,Female,Low,5.2,53.1,66.86
53,Male,Low,6.7,24.5,41.18
61,Male,Medium,7.7,62.5,59.05
19,Male,High,4.8,70.6,70.57
19,Female,Medium,8.8,26.7,21.17
25,Female,Medium,8.1,60.9,52.1
38,Male,Low,5.6,41.2,75.19
61,Male,High,8.2,80.0,55.88
45,Female,Medium,8.8,63.9,55.83
37,Male,High,6.0,57.5,59.74
62,Female,Low,4.7,49.2,68.77
48,Female,Medium,5.0,44.3,70.59
45,Female,Low,5.2,44.9,74.07
56,Male,Medium,7.8,36.3,38.73
18,Male,Low,8.6,34.4,46.84
26,Male,High,9.9,34.7,18.1
62,Male,High,7.6,63.0,49.35
37,Male,Medium,4.9,57.3,71.85
59,Male,High,6.4,59.0,54.12
54,Female,High,5.8,55.2,61.02
41,Female,High,7.5,29.7,43.75
56,Female,Low,9.6,27.1,31.94
52,Female,Low,8.7,36.2,48.35
59,Male,High,7.6,27.3,29.89
58,Male,High,8.2,24.4,31.64
35,Male,Low,9.7,26.6,39.71
25,Male,Low,4.2,67.6,86.25
41,Female,Low,7.9,30.3,58.31
60,Female,Medium,4.4,66.1,67.88
60,Male,High,6.9,63.4,52.22
57,Female,Medium,5.1,41.6,55.19
27,Male,Medium,6.2,35.4,50.12
48,Female,Low,6.1,30.8,61.47
64,Female,High,6.8,66.8,58.38
37,Male,Medium,5.3,25.2,50.04
28,Male,High,9.8,29.2,25.25
53,Male,High,9.3,61.7,38.24
59,Female,Low,4.4,28.2,57.75
28,Female,Medium,8.5,47.2,34.88
32,Female,Low,8.3,74.7,65.89
20,Female,High,4.2,79.8,68.47
51,Female,High,6.4,58.8,52.83
24,Male,Medium,5.5,72.8,71.86
49,Male,High,7.7,72.2,63.16
54,Female,Low,7.7,69.3,65.0
60,Female,High,4.7,28.5,49.71
42,Female,High,7.5,63.9,53.66
33,Female,Low,8.4,62.7,59.2
50,Male,Medium,5.2,24.1,57.52
55,Female,Medium,4.8,68.8,79.53
41,Female,Low,5.5,24.4,63.5
27,Female,Low,5.5,61.3,81.0
48,Male,Low,7.0,76.5,89.36
37,Female,Low,6.8,56.3,69.7
58,Male,High,8.3,66.4,42.81
30,Female,Low,8.0,29.5,50.13
21,Female,High,4.7,38.0,55.97
47,Male,Low,4.5,79.1,98.36
37,Female,Medium,9.8,50.4,36.2
49,Female,High,6.0,22.1,41.88
44,Female,Medium,5.9,45.1,62.85
25,Male,Low,5.3,22.0,52.51
18,Male,Low,6.1,49.6,63.48
63,Male,Low,6.1,53.7,70.87
64,Male,Low,5.7,43.9,68.5
47,Female,Low,4.8,78.9,93.14
25,Female,Medium,4.9,23.3,47.67
24,Male,Low,9.7,47.7,37.92
53,Male,High,9.0,44.5,28.4
24,Female,Low,7.7,57.2,53.71
53,Female,Medium,7.3,37.8,40.46
42,Female,High,6.0,42.1,43.63
29,Female,Medium,4.9,28.1,44.52
35,Male,Low,5.0,35.1,74.69
52,Female,Low,7.5,28.5,43.44
55,Female,Medium,4.1,76.1,88.75
56,Male,High,4.8,36.9,43.92
20,Female,Medium,8.6,49.1,42.76
45,Male,Medium,8.3,45.6,43.45
38,Female,Low,8.6,35.9,48.19
39,Female,Medium,9.6,50.7,48.11
54,Female,Medium,5.9,24.0,44.46
34,Female,Low,9.2,73.5,65.43
30,Female,High,5.8,33.2,43.01
31,Female,High,4.4,50.7,61.88
59,Female,High,7.4,63.0,54.84
20,Female,Low,9.8,33.5,40.7
54,Female,High,5.3,48.4,45.86
39,Female,Medium,4.3,40.1,63.65
63,Male,Low,9.9,67.5,66.0
55,Male,Medium,8.2,26.6,32.03
42,Male,Medium,8.0,59.2,52.66
22,Female,Medium,9.8,24.1,20.42
53,Female,Low,8.9,78.3,67.55
45,Male,Medium,4.9,53.7,64.69
22,Male,High,7.8,75.3,48.52
37,Male,Medium,8.5,51.5,52.67
18,Female,Low,8.4,21.4,31.86
44,Female,Medium,4.1,41.8,61.0
59,Female,Medium,6.6,53.6,58.57
51,Female,High,4.6,23.8,38.71
36,Female,Medium,7.7,72.9,64.87
55,Male,High,9.4,41.8,22.6
63,Male,Low,9.9,37.3,34.77
35,Male,Medium,7.9,76.8,65.25
48,Female,Medium,6.4,72.8,81.68
62,Male,High,4.9,51.7,58.42
46,Male,Medium,7.3,21.0,43.8
47,Female,Medium,8.8,22.8,27.2
53,Female,High,4.4,59.3,63.58
37,Male,Medium,9.6,40.5,35.57
48,Female,High,6.3,50.4,54.88
37,Male,Medium,8.3,32.4,35.26
40,Male,Low,9.4,23.4,35.06
48,Male,Medium,5.8,28.9,49.78
52,Male,Medium,5.2,73.6,82.95
25,Female,Medium,9.1,78.7,51.27
28,Female,Medium,9.9,53.5,39.3
35,Female,High,6.6,38.1,38.46
40,Female,Low,7.3,56.1,71.53
32,Female,Medium,8.9,58.2,41.31
43,Female,Low,5.8,36.0,60.83
30,Male,Medium,8.3,71.6,64.62
34,Male,Medium,6.8,22.1,40.04
61,Male,Low,5.6,27.4,54.38
58,Female,Medium,7.4,22.7,41.73
58,Female,Medium,7.2,62.6,51.63
18,Female,High,7.5,72.2,50.26
25,Female,Low,5.1,56.6,70.28
52,Female,Medium,6.0,78.1,67.35
25,Male,Medium,7.9,27.9,36.69
47,Male,High,8.2,57.0,49.85
42,Female,Medium,6.1,77.2,73.96
43,Female,High,8.9,29.1,21.25
55,Male,Medium,5.7,29.9,50.32
53,Female,Low,9.8,71.4,54.1
50,Male,Low,7.3,46.4,62.37
34,Male,Low,5.9,55.9,67.65
38,Female,Low,5.4,23.1,67.67
42,Male,High,8.5,38.9,38.68
49,Female,High,7.6,31.2,41.08
47,Female,Low,4.4,72.5,98.95
51,Female,Low,9.6,36.3,45.42
22,Male,High,5.1,58.1,54.59
61,Male,Low,8.2,55.2,61.78
51,Male,High,4.1,39.2,48.83
54,Female,Low,9.4,25.8,32.36
60,Male,Medium,5.9,62.1,63.36
56,Male,Low,7.8,55.5,58.35
56,Male,Medium,6.5,57.7,66.18
36,Male,Medium,7.9,39.3,39.42
53,Female,Low,5.2,37.3,72.03
46,Male,Medium,5.2,20.4,52.61
39,Male,Medium,5.8,53.5,72.52
22,Male,High,9.8,40.7,21.55
39,Male,Low,7.7,44.4,57.62
35,Male,High,6.2,21.0,38.76
18,Female,Low,8.5,20.6,43.01
41,Female,Medium,4.3,55.0,71.27
55,Male,Low,4.2,41.5,75.55
60,Female,Low,7.9,35.3,48.18
50,Male,High,6.5,45.2,43.72
47,Male,Low,8.6,74.9,69.93
35,Female,Low,6.7,28.0,56.34
19,Female,High,8.0,40.7,25.19
32,Female,High,9.1,48.5,26.88
47,Male,High,9.7,54.9,44.57
57,Male,High,9.4,34.3,19.66
34,Female,Low,5.9,59.1,74.48
28,Male,Low,7.0,59.0,72.89
53,Female,Low,8.5,77.0,70.78
35,Female,High,9.4,34.8,22.88
60,Male,Low,5.7,62.9,81.21
45,Male,Low,8.0,61.7,72.78
39,Male,High,5.9,24.3,41.17
43,Male,Low,4.6,76.3,100.0
23,Female,High,6.5,70.8,52.91
32,Female,Low,4.4,79.3,93.15
41,Female,Medium,8.0,22.6,41.7
22,Female,Medium,6.0,71.3,73.96
25,Female,High,8.4,34.3,24.91
57,Male,Medium,8.6,30.1,25.11
20,Male,Medium,9.3,49.1,45.03
61,Male,Medium,4.2,45.9,62.05
44,Female,Medium,7.1,79.2,71.07
38,Female,High,9.7,38.6,31.61
59,Male,High,8.0,30.7,28.95
33,Female,High,8.3,56.7,39.84
62,Female,High,7.6,41.0,32.95
56,Female,Low,7.5,32.9,49.77
52,Male,Medium,5.6,54.9,58.43
18,Female,Low,5.1,67.2,85.59
24,Female,High,7.8,46.3,40.29
48,Female,Low,7.8,68.5,79.62
59,Female,High,6.3,56.8,58.01
39,Male,High,5.5,39.6,59.96
37,Female,Low,9.1,51.6,55.2
47,Female,High,6.3,29.3,49.37
22,Male,High,4.4,44.2,44.9
39,Female,High,9.2,26.3,17.63
32,Female,Low,9.5,51.4,50.81
20,Female,Medium,10.0,64.0,50.99
59,Female,Low,4.6,78.9,94.89
58,Male,Low,7.1,36.2,58.96
56,Female,Low,8.9,42.5,54.14
53,Male,Low,9.1,57.5,58.55
53,Male,High,6.6,59.1,45.57
52,Male,High,8.2,37.5,24.96
23,Female,Medium,9.8,32.9,27.45
34,Male,Low,5.1,48.3,75.08
41,Male,Low,5.4,22.9,60.86
33,Male,Low,8.2,60.4,56.73
38,Male,High,6.5,74.2,66.66
58,Male,Low,9.2,37.6,43.57
19,Male,Medium,6.9,25.8,35.01
53,Female,Low,4.9,68.7,89.92
44,Male,High,5.0,48.6,61.58
61,Female,Low,5.5,73.5,90.66
32,Male,High,7.6,57.0,39.13
21,Male,Low,7.1,21.8,47.77
35,Female,High,7.9,33.8,31.25
19,Female,Medium,8.3,40.9,40.05
34,Female,Medium,8.7,50.8,47.4
40,Female,Medium,6.0,21.7,44.08
50,Female,High,9.9,63.1,36.98
28,Male,High,7.3,49.5,45.34
29,Female,High,8.7,59.8,43.69
19,Male,Medium,5.7,37.4,44.79
53,Male,High,7.5,64.4,44.8
47,Female,Medium,7.6,48.9,57.53
28,Female,Medium,9.5,77.3,60.8
56,Female,Medium,6.4,61.5,67.51
53,Female,High,7.7,65.8,54.84
22,Female,Medium,6.9,68.0,61.77
26,Female,Low,9.4,39.2,41.56
34,Male,Low,8.7,32.0,46.38
19,Male,High,5.2,25.6,31.54
42,Male,Medium,9.1,26.7,38.33
62,Female,Medium,7.7,31.6,37.98
32,Male,High,5.5,78.4,62.17
58,Male,Medium,9.5,30.6,28.99
56,Male,Medium,7.2,34.4,46.76
36,Female,High,9.4,58.9,47.48
51,Male,High,4.8,26.2,41.33
63,Female,Low,6.3,46.1,56.76
60,Female,Medium,7.5,41.8,46.86
52,Male,High,8.1,24.5,24.31
47,Male,High,4.9,30.1,42.3
58,Female,Medium,7.5,24.0,37.22
63,Female,Low,9.8,46.3,53.56
25,Female,Medium,8.1,61.2,58.08
54,Female,Low,7.9,44.4,55.3
61,Female,High,8.9,32.4,26.14
41,Female,Medium,7.1,24.7,43.84
33,Female,High,7.3,55.5,37.66
60,Male,Medium,8.3,27.9,34.4
54,Male,Low,9.1,74.4,71.67
22,Female,High,7.8,60.7,50.65
57,Female,Medium,7.2,76.9,63.94
41,Female,Low,9.0,45.3,61.07
50,Male,High,6.1,26.1,39.29
54,Female,Medium,6.6,42.7,52.45
44,Female,High,4.3,53.4,59.27
56,Female,High,8.8,53.7,45.4
45,Female,Low,6.6,33.6,56.04
29,Male,High,8.6,54.4,42.29
22,Female,Medium,7.9,72.3,66.4
27,Male,High,7.1,20.5,30.87
37,Female,High,7.5,56.4,53.6
45,Male,Low,6.2,55.2,71.02
42,Male,Medium,6.8,72.6,64.9
24,Male,High,4.2,50.9,50.64
63,Female,High,8.6,31.8,28.85
28,Female,High,8.4,63.6,43.22
61,Female,High,9.9,34.2,16.58
55,Female,High,5.9,29.8,31.93
51,Female,Low,5.5,35.5,67.66
44,Male,High,9.8,46.6,41.5
59,Male,Low,4.7,72.2,93.89
58,Male,Low,7.8,67.1,74.69
